submission_id,submission_date,gender,age,geography,financial_situation,education,employment_status,submission_state,,can_children_observe_deterioration_of_basic_services_of_school,do_children_3_and_17_yrs_receive_regular_school_meals,are_there_teachers_at_scheduled_class_hours
5.07E+15,25-03-2021,Female,26 to 35 years old,City center or metropolitan area,Prefer not to answer,University or college degree completed,"I work part-time, either as an employee or self-employed",Distrito Federal,,0,No,Irregularly
5.44E+15,14-03-2021,Female,26 to 35 years old,City center or metropolitan area,"I can afford food, regular expenses, and clothes, but nothing else",Some university or college,I am a student and I work part-time,Carabobo,,0,No,There are not enough
5.68E+15,16-03-2021,Male,Over 45 years old,City center or metropolitan area,"I can comfortably afford food, clothes, and furniture, and I have savings",University or college degree completed,"I work part-time, either as an employee or self-employed",Carabobo,,0,No,There are enough
5.13E+15,14-03-2021,Male,26 to 35 years old,City center or metropolitan area,"I can afford food, but nothing else",Secondary school/ high school completed,"I work full-time, either as an employee or self-employed",Distrito Federal,,1,No,Irregularly
5.84E+15,16-03-2021,Male,36 to 45 years old,City center or metropolitan area,"I can afford food and regular expenses, but nothing else",Technical school diploma or degree completed,"I work part-time, either as an employee or self-employed",Carabobo,,0,No,Irregularly
4.55E+15,13-03-2021,Male,16 to 25 years old,City center or metropolitan area,"I can afford food and regular expenses, but nothing else",Secondary school/ high school completed,I am unemployed,Distrito Federal,,0,No,Irregularly
5.27E+15,21-03-2021,Male,36 to 45 years old,City center or metropolitan area,"I can afford food and regular expenses, but nothing else",Technical school diploma or degree completed,"I work full-time, either as an employee or self-employed",Carabobo,,1,No,There are enough
4.76E+15,13-03-2021,Female,26 to 35 years old,Rural,I cannot afford enough food for my family,Some technical education (e.g polytechnic school),I am unemployed,Distrito Federal,,1,No,There are enough
6.15E+15,22-03-2021,Female,16 to 25 years old,City center or metropolitan area,"I can afford food, but nothing else",University or college degree completed,I am a student,Distrito Federal,,1,No,There are enough
6.46E+15,13-03-2021,Female,Over 45 years old,City center or metropolitan area,"I can afford food and regular expenses, but nothing else",University or college degree completed,"I work part-time, either as an employee or self-employed",Carabobo,,1,No,There are enough
6.13E+15,19-03-2021,Female,36 to 45 years old,City center or metropolitan area,"I can afford food and regular expenses, but nothing else",Some technical education (e.g polytechnic school),"I work part-time, either as an employee or self-employed",Carabobo,,1,No,Irregularly
5.05E+15,01-04-2021,Female,26 to 35 years old,City center or metropolitan area,"I can comfortably afford food, clothes, and furniture, and I have savings",Some university or college,"I work full-time, either as an employee or self-employed",Distrito Federal,,1,No,There are not enough
6.13E+15,14-03-2021,Male,Over 45 years old,City center or metropolitan area,"I can afford food and regular expenses, but nothing else",University or college degree completed,I am retired,Distrito Federal,,0,No,There are not enough
5.65E+15,13-03-2021,Female,26 to 35 years old,Suburban/Peri-urban,I cannot afford enough food for my family,Some university or college,None of the above,Distrito Federal,,1,No,Irregularly
5.65E+15,13-03-2021,Female,Over 45 years old,Rural,Prefer not to answer,Some technical education (e.g polytechnic school),"I work part-time, either as an employee or self-employed",Miranda,,1,No,There are enough
5.99E+15,20-03-2021,Male,36 to 45 years old,City center or metropolitan area,"I can afford food, but nothing else",University or college degree completed,"I work full-time, either as an employee or self-employed",Distrito Federal,,1,No,Irregularly
6.50E+15,13-03-2021,Male,36 to 45 years old,City center or metropolitan area,"I can comfortably afford food, clothes, and furniture, and I have savings",University or college degree completed,"I work full-time, either as an employee or self-employed",Distrito Federal,,1,No,There are enough
6.58E+15,13-03-2021,Female,26 to 35 years old,City center or metropolitan area,"I can afford food and regular expenses, but nothing else",University or college degree completed,"I work full-time, either as an employee or self-employed",Distrito Federal,,1,No,There are enough
5.08E+15,17-03-2021,Male,16 to 25 years old,City center or metropolitan area,"I can afford food and regular expenses, but nothing else",University or college degree completed,"I work full-time, either as an employee or self-employed",Distrito Federal,,1,Every day,There are enough
5.93E+15,31-03-2021,Male,36 to 45 years old,City center or metropolitan area,I cannot afford enough food for my family,Secondary school/ high school completed,"I do housework, fulfilling domestic tasks, looking after children",Distrito Federal,,1,No,There are not enough
4.68E+15,13-03-2021,Female,36 to 45 years old,City center or metropolitan area,"I can afford food and regular expenses, but nothing else",University or college degree completed,"I work full-time, either as an employee or self-employed",Distrito Federal,,0,No,Irregularly
5.54E+15,14-03-2021,Male,36 to 45 years old,Suburban/Peri-urban,"I can afford food and regular expenses, but nothing else",University or college degree completed,"I work part-time, either as an employee or self-employed",Miranda,,1,No,Irregularly
6.25E+15,23-03-2021,Male,16 to 25 years old,City center or metropolitan area,Prefer not to answer,Some secondary school / high school,I am a student,Distrito Federal,,0,No,There are not enough
5.79E+15,26-03-2021,Female,Over 45 years old,City center or metropolitan area,"I can afford food, regular expenses, and clothes, but nothing else",Secondary school/ high school completed,None of the above,Distrito Federal,,1,No,There are not enough
4.80E+15,13-03-2021,Female,36 to 45 years old,City center or metropolitan area,"I can afford food, but nothing else",Some technical education (e.g polytechnic school),I am unemployed,Distrito Federal,,1,No,Irregularly
5.81E+15,13-03-2021,Female,26 to 35 years old,City center or metropolitan area,"I can afford food and regular expenses, but nothing else",University or college degree completed,"I work full-time, either as an employee or self-employed",Distrito Federal,,1,No,There are enough
5.56E+15,27-03-2021,Female,16 to 25 years old,City center or metropolitan area,I cannot afford enough food for my family,Secondary school/ high school completed,"I work part-time, either as an employee or self-employed",Distrito Federal,,1,No,Irregularly
4.53E+15,13-03-2021,Female,16 to 25 years old,City center or metropolitan area,"I can afford food and regular expenses, but nothing else",Secondary school/ high school completed,I am a student,Distrito Federal,,1,Every day,Irregularly
5.42E+15,13-03-2021,Male,26 to 35 years old,City center or metropolitan area,"I can afford food and regular expenses, but nothing else",University or college degree completed,"I work part-time, either as an employee or self-employed",Distrito Federal,,1,No,Irregularly
4.72E+15,13-03-2021,Male,Over 45 years old,City center or metropolitan area,"I can afford food and regular expenses, but nothing else",Technical school diploma or degree completed,"I work part-time, either as an employee or self-employed",Distrito Federal,,1,No,There are enough
6.67E+15,14-03-2021,Female,Over 45 years old,City center or metropolitan area,"I can afford food, but nothing else",Some secondary school / high school,"I work full-time, either as an employee or self-employed",Distrito Federal,,0,No,Irregularly
5.67E+15,27-03-2021,Male,26 to 35 years old,Suburban/Peri-urban,"I can comfortably afford food, clothes, and furniture, and I have savings",Secondary school/ high school completed,"I work full-time, either as an employee or self-employed",Distrito Federal,,1,No,Irregularly
6.02E+15,17-03-2021,Male,Over 45 years old,Rural,"I can afford food, regular expenses, and clothes, but nothing else",Secondary school/ high school completed,"I work full-time, either as an employee or self-employed",Miranda,,1,No,There are not enough
6.11E+15,13-03-2021,Male,26 to 35 years old,Suburban/Peri-urban,"I can afford food and regular expenses, but nothing else",University or college degree completed,"I work part-time, either as an employee or self-employed",Miranda,,0,No,Irregularly
4.68E+15,29-03-2021,Male,26 to 35 years old,City center or metropolitan area,"I can afford food and regular expenses, but nothing else",Prefer not to answer,None of the above,Monagas,,1,No,There are not enough
4.82E+15,16-03-2021,Male,26 to 35 years old,City center or metropolitan area,I cannot afford enough food for my family,Technical school diploma or degree completed,I am unemployed,Monagas,,1,No,Irregularly
4.88E+15,25-03-2021,Female,26 to 35 years old,City center or metropolitan area,"I can comfortably afford food, clothes, and furniture, and I have savings",Technical school diploma or degree completed,"I work full-time, either as an employee or self-employed",Falcón,,1,No,There are not enough
5.13E+15,13-03-2021,Female,26 to 35 years old,Rural,I cannot afford enough food for my family,University or college degree completed,"I work full-time, either as an employee or self-employed",Zulia,,1,No,There are not enough
4.74E+15,13-03-2021,Female,36 to 45 years old,Suburban/Peri-urban,"I can afford food, but nothing else",University or college degree completed,"I do housework, fulfilling domestic tasks, looking after children",Zulia,,1,No,Irregularly
5.79E+15,14-03-2021,Male,26 to 35 years old,City center or metropolitan area,"I can afford food and regular expenses, but nothing else",Some technical education (e.g polytechnic school),"I work part-time, either as an employee or self-employed",Sucre,,1,No,Irregularly
5.65E+15,16-03-2021,Male,16 to 25 years old,City center or metropolitan area,I cannot afford enough food for my family,Some secondary school / high school,I am a student,Sucre,,1,2 days,There are not enough
5.83E+15,01-04-2021,Female,26 to 35 years old,City center or metropolitan area,Prefer not to answer,Some technical education (e.g polytechnic school),"I do housework, fulfilling domestic tasks, looking after children",Distrito Federal,,1,No,Irregularly
5.09E+15,15-03-2021,Female,Over 45 years old,Suburban/Peri-urban,"I can afford food and regular expenses, but nothing else",University or college degree completed,"I work part-time, either as an employee or self-employed",Sucre,,1,No,There are enough
